Dist,PathX,PathY,LeftX,LeftY,RightX,RightY,Heading,Curvature
m,m,m,m,m,m,m,rad,1/m
264.23583984375,-701.8271976667753,150.44696743289495,-704.0875,154.9069,-699.5669,145.98701,0.46907032,0.004333136
265.25909423828125,-700.9143760810821,150.90930744873503,-703.1181,155.39748,-698.71063,146.42113,0.45642424,2.8484294e-05
266.2823486328125,-700.0015544953886,151.37164746457512,-702.01373,155.94887,-697.9893,146.79442,0.41418362,0.05911208
267.3100891113281,-699.0582259585551,151.77963710389048,-700.9202,156.42,-697.1962,147.13927,0.38159004,0.03213768
268.3420104980469,-698.0981138049726,152.15772549592717,-699.89886,156.82219,-696.2973,147.49327,0.36843958,2.7775786e-05
269.3738708496094,-697.1380016513899,152.53581388796383,-698.7683,157.26256,-695.5077,147.80907,0.33213663,0.034591008
270.40789794921875,-696.1629428072724,152.8800676480808,-697.5676,157.6787,-694.7583,148.08144,0.28477103,0.06605789
271.4499206542969,-695.1589549170757,153.15883509712532,-696.4985,157.97604,-693.8194,148.34161,0.27122098,2.6975567e-05
272.49188232421875,-694.154967026879,153.43760254616987,-695.3613,158.2899,-692.9486,148.58531,0.24367495,0.003964562
273.5340270996094,-693.149651204871,153.71227895265335,-694.0522,158.63016,-692.24713,148.7944,0.18149881,0.10367391
274.5877990722656,-692.109003701875,153.87810684037146,-692.88776,158.8171,-691.33026,148.93913,0.15638219,6.519916e-06
275.6415710449219,-691.0683561988792,154.04393472808957,-691.7981,158.9904,-690.3386,149.09746,0.14646518,6.519916e-06
276.6953430175781,-690.0277086958833,154.2097626158077,-690.57684,159.17952,-689.4786,149.24,0.11004305,0.05282141
277.75030517578125,-688.9782955943294,154.31752058080224,-689.4035,159.29941,-688.55304,149.33563,0.08515153,0.019280408
278.80645751953125,-687.9256697442388,154.40399488125033,-688.3185,159.38853,-687.53284,149.41945,0.07864371,3.237974e-06
279.86260986328125,-686.8730438941482,154.4904691816984,-687.20056,159.47972,-686.54553,149.5012,0.06554458,0.0144844595
280.9143371582031,-685.8236845282676,154.56056325506668,-686.07434,159.55428,-685.573,149.56685,0.050160974,0.019699395
281.9604187011719,-684.7787022465654,154.6087078475289,-685.0056,159.60355,-684.55176,149.61386,0.045404613,0.0
283.0065002441406,-683.7337199648636,154.65685243999113,-683.9388,159.65263,-683.5286,149.66106,0.041021764,0.0020382057
284.05072021484375,-682.6905052733853,154.70268409404198,-682.8494,159.70015,-682.53156,149.70522,0.03179239,0.014899664
285.08172607421875,-681.6599036534705,154.73201121140235,-681.7993,159.73007,-681.5205,149.73395,0.027888725,1.740287e-06
286.11279296875,-680.6293020335556,154.76133832876266,-680.774,159.75925,-680.48456,149.76343,0.028946523,1.740287e-06
287.143798828125,-679.5987004136407,154.79066544612303,-679.75073,159.78835,-679.44666,149.79298,0.03041756,0.0023146367
288.16082763671875,-678.5821337419252,154.82201070775045,-678.7387,159.81955,-678.4256,149.82446,0.031312607,0.00053364417
289.1748046875,-677.568679738361,154.85380355303087,-677.7257,159.85133,-677.4116,149.85628,0.03140851,1.4637327e-05
290.188720703125,-676.5552257347969,154.8855963983113,-676.7128,159.8831,-676.39764,149.88808,0.03152406,0.00018064167
291.19769287109375,-675.5467552062695,154.91739713444716,-675.7051,159.9149,-675.3884,149.9199,0.031670485,0.00013089174
292.20196533203125,-674.5429958913307,154.94920533033846,-674.70105,159.9467,-674.3849,149.9517,0.03161617,1.5065544e-05
293.2062072753906,-673.5392365763922,154.9810135262298,-673.69226,159.97867,-673.3862,149.98337,0.03061051,0.0006758407
294.2107238769531,-672.5352431257356,155.0121609988291,-672.68036,160.01006,-672.3901,150.01427,0.029035298,0.002485028
295.2159423828125,-671.5303667802923,155.04081697139353,-671.67163,160.03882,-671.38916,150.04282,0.028253347,3.7551197e-06
296.2212219238281,-670.5254904348487,155.06947294395795,-670.6742,160.06726,-670.37683,150.07169,0.029738499,1.8773889e-06
297.22650146484375,-669.5206140894052,155.09812891652237,-669.686,160.0954,-669.3553,150.10086,0.03307668,0.0056212344
298.2404479980469,-668.5072776762768,155.13277996311942,-668.67957,160.1298,-668.33496,150.13576,0.03446322,0.000581077
299.2552795410156,-667.4930549369665,155.168059088743,-667.6782,160.16463,-667.30786,150.1715,0.03704005,0.0
